tanggal,kabupaten,nama_puskesmas,merah,kuning,hijau,hitam,total,diagnosis_catatan
2026-08-16,Sikka,Puskesmas Bola,0,0,1,0,1,
2026-08-16,Sikka,Puskesmas Beru,0,2,1,0,3,
2026-08-16,Sikka,Puskesmas Teluk Maumere,0,0,2,0,2,
2026-08-16,Sikka,Puskesmas Koja Gete,0,1,1,0,2,
2026-08-16,Manggarai Barat,Puskesmas Compang,0,2,2,0,4,
2026-08-16,Manggarai Barat,Puskesmas Wae Nakeng,1,4,1,1,7,
2026-08-16,Manggarai Barat,Puskesmas Labuan Bajo,0,0,6,0,6,
2026-08-16,Manggarai Barat,Puskesmas Pacar,0,0,2,0,2,
